date,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143,feature_144,feature_145,feature_146,feature_147,feature_148,feature_149,feature_150,feature_151,feature_152,feature_153,feature_154,feature_155,feature_156,feature_157,feature_158,feature_159,feature_160,feature_161,feature_162,feature_163,feature_164,feature_165,feature_166,feature_167,feature_168,feature_169,feature_170,feature_171,feature_172,feature_173,feature_174,feature_175,feature_176,feature_177,feature_178,feature_179,feature_180,feature_181,feature_182,feature_183,feature_184,feature_185,feature_186,feature_187,feature_188,feature_189,feature_190,feature_191,feature_192,feature_193,feature_194,feature_195,feature_196,feature_197,feature_198,feature_199,feature_200,feature_201,feature_202,feature_203,feature_204,feature_205,feature_206,feature_207,feature_208,feature_209,feature_210,feature_211,feature_212,feature_213,feature_214,feature_215,feature_216,feature_217,feature_218,feature_219,feature_220,feature_221,feature_222,feature_223,feature_224,feature_225,feature_226,feature_227,feature_228,feature_229,feature_230,feature_231,feature_232,feature_233,feature_234,feature_235,feature_236,feature_237,feature_238,feature_239,feature_240,feature_241,feature_242,feature_243,feature_244,feature_245,feature_246,feature_247,feature_248,feature_249,feature_250,feature_251,feature_252,feature_253,feature_254,feature_255,feature_256,feature_257,feature_258,feature_259,feature_260,feature_261,feature_262,feature_263,feature_264,feature_265,feature_266,feature_267,feature_268,feature_269,feature_270,feature_271,feature_272,feature_273,feature_274,feature_275,feature_276,feature_277,feature_278,feature_279,feature_280,feature_281,feature_282,feature_283,feature_284,feature_285,feature_286,feature_287,feature_288,feature_289,feature_290,feature_291,feature_292,feature_293,feature_294,feature_295,feature_296,feature_297,feature_298,feature_299,feature_300,feature_301,feature_302,feature_303,feature_304,feature_305,feature_306,feature_307,feature_308,feature_309,feature_310,feature_311,feature_312,feature_313,feature_314
2022-10-13,20.0,,1.0,,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,71.0,,1.0,,,1.0,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,1.0,,,297.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,11.0,9.0,78.0,,,133.0,4.0,2.0,,,,,16.0,,,4.0,,,,1.0,16.0,,,36.0,,32.0,,,6.0,,,3.0,2.0,,,,,,,,,,,,,,,,16.0,,,8.0,,3.0,,,19.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,3.0,,,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-14,20.0,,,,,,35.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,659.0,71.0,,27.0,696.0,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,,293.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,12.0,7.0,76.0,,,126.0,4.0,2.0,,,,1.0,15.0,,,4.0,,,,1.0,15.0,,,36.0,,29.0,,,7.0,,,3.0,2.0,,,,,,,,,,,,,,,,14.0,,,7.0,,3.0,,,16.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,4.0,,,6.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,20.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,12.0,6.0,72.0,,,121.0,4.0,2.0,,,,1.0,14.0,,,4.0,,,,1.0,15.0,,,36.0,,25.0,,,8.0,,,3.0,1.0,,,,,,,,,,,,,,,,13.0,,,7.0,,3.0,,,16.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-16,20.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1067.0,70.0,,44.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-17,20.0,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,2133.0,140.0,,87.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,26.0,,,,,259.0,89.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,11.0,4.0,74.0,,,111.0,4.0,1.0,,,,1.0,14.0,,,4.0,,,,2.0,15.0,,,35.0,,22.0,,,7.0,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,6.0,,2.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,3.0,,,,,,,,,,,,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-18,30.29,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1066.0,70.0,,43.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,13.0,,,,,260.0,90.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,11.0,4.0,74.0,,,104.0,4.0,1.0,,,,1.0,14.0,,,3.0,,,,2.0,13.0,,,33.0,,21.0,,,7.0,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,6.0,,2.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,1.0,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-19,20.0,,,,,,31.0,,1.0,,,,1075.0,,,,,,,,,,,,,,,,,,,2093.0,138.0,,86.0,2150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.0,65.0,,43.0,,,263.0,93.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,11.0,3.0,75.0,,,107.0,3.0,1.0,,,,1.0,13.0,,,3.0,,,,2.0,15.0,,,34.0,,24.0,,,7.0,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,6.0,,2.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,4.0,,,,,,,,,,,,,,,2.0,,,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-20,20.0,,,,,,60.0,,,,,,2150.0,,,,,,,,,,,,,,,,,,,2096.0,138.0,,86.0,2150.0,1.0,208.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,2096.0,104.0,,86.0,,,270.0,95.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,3.0,77.0,,,107.0,3.0,1.0,,,,1.0,11.0,,,5.0,,,,2.0,15.0,,,34.0,,24.0,,,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,7.0,,2.0,,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,3.0,,,,,,,,,,2.0,,,,,,,,2.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2022-10-21,20.0,,,,,,90.0,,,,,,3225.0,,,,,,,,,,,,,,,,,,,3136.0,207.0,,129.0,3225.0,3.0,646.0,,,93.0,6.0,471.0,3.0,3.0,,1293.0,9.0,3.0,6.0,6.0,12.0,3.0,3.0,15.0,3.0,,6.0,3.0,3.0,,3.0,30.0,6.0,468.0,3136.0,156.0,,129.0,,,270.0,95.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,3.0,77.0,,,107.0,3.0,1.0,,,,1.0,11.0,,,5.0,,,,2.0,15.0,,,34.0,,24.0,,,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,12.0,,,7.0,,2.0,,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0,102.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,3.0,79.0,,,107.0,3.0,2.0,,,,1.0,12.0,,,6.0,,,,2.0,15.0,,,33.0,,24.0,,,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,13.0,,,7.0,,2.0,,,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-23,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,1042.0,69.0,,43.0,1075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.0,52.0,,43.0,,,284.0,107.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,5.0,83.0,,,108.0,3.0,3.0,,,,1.0,12.0,,,6.0,,,,2.0,17.0,,,33.0,,25.0,,,8.0,,,1.0,1.0,,,,,,,,,,,,,,,,13.0,,,7.0,,2.0,,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,4.0,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-24,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,228.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,,,,,,,286.0,109.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,5.0,86.0,,,109.0,3.0,3.0,,,,1.0,12.0,,,7.0,,,,2.0,17.0,,,33.0,,24.0,,,8.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,14.0,,,7.0,,2.0,,,14.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,6.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-25,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,2028.0,124.0,,86.0,2150.0,1.0,263.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,1014.0,45.0,,43.0,,,287.0,105.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,4.0,82.0,,,109.0,3.0,3.0,,,,1.0,12.0,,,7.0,,,,2.0,17.0,,,34.0,,22.0,,,10.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,15.0,,,6.0,,2.0,,,16.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,7.0,,,,,,,,,,,,,,,,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-26,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,952.0,62.0,,43.0,1075.0,1.0,263.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,1014.0,45.0,,43.0,,,279.0,100.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,12.0,4.0,84.0,,,109.0,2.0,3.0,,,,,13.0,,,6.0,,,,3.0,19.0,,,33.0,,20.0,,,8.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,15.0,,,6.0,,2.0,,,16.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-27,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,356.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,952.0,45.0,,43.0,,,277.0,103.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,12.0,4.0,86.0,,,115.0,2.0,3.0,,,,,15.0,,,6.0,,,,3.0,20.0,,,34.0,,18.0,,,8.0,,,,2.0,,1.0,,,,,,,,,,,,,,16.0,,,8.0,,2.0,,,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,8.0,,,,,,,2.0,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-28,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,2.0,714.0,,,62.0,4.0,314.0,2.0,2.0,,862.0,6.0,2.0,4.0,4.0,8.0,2.0,2.0,10.0,2.0,,4.0,2.0,2.0,,2.0,20.0,4.0,312.0,1902.0,90.0,,86.0,,,273.0,99.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,11.0,4.0,88.0,,,116.0,3.0,3.0,,,,,14.0,,,5.0,,,,2.0,22.0,,,39.0,,18.0,,,8.0,,,,2.0,,1.0,,,,,,,,,,,,,,17.0,,,8.0,,2.0,,,15.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,4.0,1.0,,,,,,1.0,,,,,,,,3.0,,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,357.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,951.0,45.0,,43.0,,,269.0,101.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,10.0,4.0,85.0,,,112.0,3.0,5.0,,,,,13.0,,,5.0,,,,2.0,22.0,,,36.0,,17.0,,,8.0,,,,2.0,,1.0,,,,,,,,,,,,,,17.0,,,7.0,,2.0,,,15.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,10.0,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,2.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
2022-10-30,20.0,,,,,,30.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,357.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,951.0,45.0,,43.0,,,263.0,99.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,11.0,6.0,80.0,,,115.0,4.0,5.0,,,,,12.0,,,5.0,,,,4.0,22.0,,,38.0,,18.0,,,9.0,,,,2.0,,1.0,,,,,,,,,,,,,1.0,18.0,,,6.0,,2.0,,,14.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,2.0,1.0,,,4.0,1.0,,,,,,,,,,,,,2.0,1.0,,,5.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
2022-10-31,20.0,,,,,,26.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,357.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,951.0,48.0,,43.0,,,254.0,97.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,9.0,6.0,83.0,,,113.0,4.0,5.0,,,,,12.0,,,5.0,,,,4.0,21.0,,,39.0,,16.0,,,9.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,17.0,,,7.0,,4.0,,,13.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,1.0,,,,,1.0,,,,,,,,1.0,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,20.0,,,,,,25.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,357.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,951.0,48.0,,43.0,,,248.0,93.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,6.0,81.0,,,112.0,4.0,5.0,,,,,12.0,,,5.0,,,,4.0,21.0,,,39.0,,16.0,,,9.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,15.0,,,7.0,,4.0,,,12.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-02,20.0,,,,,,25.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,951.0,62.0,,43.0,1075.0,1.0,357.0,,,31.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,951.0,48.0,,43.0,,,243.0,89.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,5.0,81.0,,,110.0,4.0,5.0,,,,,11.0,,,4.0,,,,4.0,19.0,,,38.0,,16.0,,,9.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,15.0,,,7.0,,4.0,,,13.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,7.0,,2.0,,,,,2.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,2.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2022-11-03,20.0,,,,,,25.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,948.0,60.0,,42.0,1075.0,1.0,365.0,,,33.0,2.0,157.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,948.0,46.0,,42.0,,,240.0,89.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,8.0,5.0,80.0,,,106.0,4.0,7.0,,,,,15.0,,,2.0,,,,5.0,18.0,,,31.0,,16.0,,,9.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,15.0,,,9.0,,6.0,,,15.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,3.0,,,,,,,2.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2022-11-04,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0,85.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,9.0,5.0,78.0,,,106.0,4.0,7.0,,,,,15.0,,,2.0,,,,5.0,18.0,,,30.0,,16.0,,,7.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,15.0,,,9.0,,6.0,,,14.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-05,20.0,,,,,,25.0,,,,,,1075.0,,,,,,,,,,,,,,,,,,,898.0,58.0,,30.0,1075.0,1.0,421.0,,,35.0,2.0,169.0,1.0,1.0,,431.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,,2.0,1.0,1.0,,1.0,10.0,2.0,156.0,898.0,44.0,,30.0,,,218.0,83.0,,3.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,5.0,,,9.0,5.0,78.0,,,102.0,4.0,7.0,,,,,15.0,,,2.0,,,,5.0,18.0,,,31.0,,16.0,,,7.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,16.0,,,9.0,,6.0,,,13.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
